"Date","Price","Open","High","Low","Vol.","Change %"
"07/11/2020","318.90","318.90","318.90","318.90","","0.00%"
"07/10/2020","318.90","315.48","319.14","314.00","2.75M","1.01%"
"07/09/2020","315.72","318.21","318.33","311.89","3.31M","-0.51%"
"07/08/2020","317.33","315.83","317.54","313.94","3.69M","0.75%"
"07/07/2020","314.98","316.59","318.75","314.60","2.86M","-1.03%"
"07/06/2020","318.26","317.67","318.65","316.80","4.46M","1.53%"
"07/05/2020","313.45","313.45","313.45","313.45","","0.00%"
"07/04/2020","313.45","313.45","313.45","313.45","","0.00%"
"07/02/2020","313.45","315.49","316.91","312.72","3.50M","0.53%"
"07/01/2020","311.81","310.74","313.09","310.25","4.02M","0.68%"
"06/30/2020","309.69","305.18","311.41","305.05","5.48M","1.32%"
"06/29/2020","305.66","302.56","305.66","300.11","4.07M","1.50%"
"06/26/2020","301.14","307.35","307.56","300.62","4.97M","-2.39%"
"06/25/2020","308.50","304.66","308.83","302.44","6.43M","1.05%"
"06/24/2020","305.30","311.04","311.73","303.36","5.06M","-2.53%"
"06/23/2020","313.21","314.70","315.75","312.87","3.79M","0.41%"
"06/22/2020","311.94","309.17","312.24","307.95","4.19M","0.72%"
"06/19/2020","309.72","315.33","315.60","308.38","3.83M","-0.61%"
"06/18/2020","311.62","309.82","312.13","309.36","4.01M","0.08%"
"06/17/2020","311.38","313.94","314.20","310.69","3.53M","-0.45%"
"06/16/2020","312.79","315.39","315.50","307.51","5.25M","1.92%"
"06/15/2020","306.89","297.79","308.05","296.49","6.28M","0.50%"
"06/12/2020","305.36","309.29","310.14","299.62","7.85M","1.25%"
"06/11/2020","301.59","312.57","313.10","301.08","7.90M","-5.79%"
"06/10/2020","320.11","322.60","323.56","319.40","6.00M","-0.59%"
"06/09/2020","322.01","321.47","323.54","320.52","4.33M","-0.74%"
"06/08/2020","324.40","321.23","324.55","320.81","3.82M","1.22%"
"06/07/2020","320.48","320.48","320.48","320.48","","0.00%"
"06/05/2020","320.48","318.38","322.45","318.32","7.16M","2.61%"
"06/04/2020","312.34","312.18","314.12","310.17","7.00M","-0.34%"
"06/03/2020","313.39","311.33","314.32","311.02","4.87M","1.35%"
"06/02/2020","309.23","307.65","309.23","306.17","3.19M","0.83%"
"06/01/2020","306.68","304.64","307.25","304.10","6.50M","0.49%"
"05/29/2020","305.18","303.47","305.99","300.58","7.09M","0.40%"
"05/28/2020","303.95","305.82","307.91","303.30","5.88M","-0.20%"
"05/27/2020","304.55","303.16","304.61","297.91","6.81M","1.46%"
"05/26/2020","300.17","302.99","303.20","299.71","7.30M","1.27%"
"05/22/2020","296.41","295.52","296.62","294.21","3.70M","0.20%"
"05/21/2020","295.81","297.79","298.66","294.69","3.87M","-0.73%"
"05/20/2020","297.99","296.81","298.87","296.60","3.89M","1.71%"
"05/19/2020","292.99","295.34","297.17","292.92","5.32M","-1.03%"
"05/18/2020","296.04","294.09","297.70","293.69","6.02M","3.09%"
"05/15/2020","287.16","283.34","287.23","282.25","7.11M","0.43%"
"05/14/2020","285.92","279.84","286.02","275.00","8.72M","1.20%"
"05/13/2020","282.54","286.96","288.12","279.87","8.60M","-1.71%"
"05/12/2020","287.47","294.73","295.17","287.46","4.75M","-2.04%"
"05/11/2020","293.45","291.21","294.99","290.87","6.13M","0.00%"
"05/10/2020","293.46","293.46","293.46","293.46","","0.00%"
"05/09/2020","293.46","293.46","293.46","293.46","","0.00%"
"05/08/2020","293.46","292.06","293.87","290.81","4.34M","1.67%"
"05/07/2020","288.63","288.70","290.70","288.09","3.78M","1.18%"
"05/06/2020","285.25","289.02","289.39","285.06","3.43M","-0.66%"
"05/05/2020","287.14","287.53","290.20","286.67","5.94M","0.88%"
"05/04/2020","284.63","281.55","284.86","280.10","4.76M","0.39%"
"05/03/2020","283.53","283.53","283.53","283.53","","0.00%"
"05/02/2020","283.53","283.53","283.53","283.53","","0.00%"
"05/01/2020","283.53","286.19","286.93","282.44","6.34M","-2.62%"
"04/30/2020","291.16","292.66","293.18","289.54","11.24M","-1.01%"
"04/29/2020","294.13","292.50","295.84","291.38","7.10M","2.61%"
"04/28/2020","286.64","291.99","292.36","286.35","6.90M","-0.54%"
"04/27/2020","288.19","286.03","289.20","285.55","5.33M","1.51%"
"04/24/2020","283.90","281.60","284.58","279.39","5.01M","1.40%"
"04/23/2020","279.98","281.35","284.81","279.67","7.30M","-0.03%"
"04/22/2020","280.06","279.19","281.93","277.80","7.21M","2.26%"
"04/21/2020","273.86","277.61","278.91","272.92","8.69M","-3.04%"
"04/20/2020","282.46","283.51","287.21","282.26","5.69M","-1.78%"
"04/17/2020","287.58","286.29","288.22","283.31","7.98M","2.69%"
"04/16/2020","280.05","280.02","280.90","276.62","6.36M","0.53%"
"04/15/2020","278.57","278.44","280.46","276.31","6.01M","-2.20%"
"04/14/2020","284.83","281.87","285.80","280.80","8.11M","3.04%"
"04/13/2020","276.44","278.00","278.31","272.29","7.57M","-0.96%"
"04/09/2020","279.12","278.65","282.07","276.35","11.46M","1.50%"
"04/08/2020","275.00","268.75","276.25","266.40","5.99M","3.42%"
"04/07/2020","265.91","275.07","276.00","265.70","11.72M","0.04%"
"04/06/2020","265.80","258.63","267.81","257.54","9.64M","6.74%"
"04/03/2020","249.02","251.49","254.05","246.00","6.42M","-1.41%"
"04/02/2020","252.59","245.92","253.47","245.44","7.51M","2.35%"
"04/01/2020","246.80","248.76","252.22","244.62","13.68M","-4.49%"
"03/31/2020","258.40","261.40","264.10","257.00","9.56M","-1.51%"
"03/30/2020","262.36","256.53","263.20","254.37","9.54M","3.19%"
"03/28/2020","254.24","254.24","254.24","254.24","","0.00%"
"03/27/2020","254.24","254.00","261.63","251.78","9.51M","-3.10%"
"03/26/2020","262.37","250.33","263.63","249.90","15.89M","6.02%"
"03/25/2020","247.47","245.57","257.20","240.49","11.94M","0.65%"
"03/24/2020","245.88","236.99","246.35","235.97","12.47M","9.45%"
"03/23/2020","224.65","230.23","231.46","220.28","14.47M","-2.82%"
"03/21/2020","231.16","231.16","231.16","231.16","","0.00%"
"03/20/2020","231.16","244.85","246.70","230.70","12.62M","-4.50%"
"03/19/2020","242.06","239.32","248.25","232.94","18.32M","0.37%"
"03/18/2020","241.17","237.22","246.89","228.78","22.01M","-5.57%"
"03/17/2020","255.39","245.80","257.00","237.82","18.14M","6.36%"
"03/16/2020","240.12","242.47","257.82","235.00","18.00M","-11.57%"
"03/14/2020","271.55","271.55","271.55","271.55","","0.00%"
"03/13/2020","271.55","264.74","272.07","250.52","24.92M","9.07%"
"03/12/2020","248.96","256.88","267.78","248.56","22.44M","-9.62%"
"03/11/2020","275.47","281.86","283.03","271.99","10.02M","-4.86%"
"03/10/2020","289.55","285.71","289.74","274.61","14.21M","5.37%"
"03/09/2020","274.80","277.20","285.29","274.58","14.68M","-8.00%"
"03/06/2020","298.70","294.49","300.04","291.42","9.90M","-1.67%"
"03/05/2020","303.76","306.32","309.81","301.31","6.51M","-3.49%"
"03/04/2020","314.75","307.45","314.75","304.71","7.19M","4.39%"
"03/03/2020","301.50","310.76","315.15","298.88","12.91M","-2.87%"
"03/02/2020","310.40","299.34","310.50","295.65","11.78M","4.90%"
"02/28/2020","295.91","290.04","297.96","286.70","19.52M","-0.94%"
"02/27/2020","298.71","306.72","311.03","298.71","11.34M","-4.54%"
"02/26/2020","312.91","315.53","319.50","312.07","11.69M","-0.39%"
"02/25/2020","314.12","325.38","326.06","313.08","12.10M","-3.00%"
"02/24/2020","323.83","324.61","327.28","322.70","7.49M","-3.34%"
"02/21/2020","335.01","337.00","337.32","334.10","4.32M","-1.03%"
"02/20/2020","338.49","339.33","340.20","335.23","3.57M","-0.41%"
"02/19/2020","339.88","339.33","340.63","339.02","2.68M","0.48%"
"02/18/2020","338.26","338.05","338.70","336.75","3.57M","-0.24%"
"02/17/2020","339.07","339.07","339.07","339.07","","0.00%"
"02/14/2020","339.07","339.00","339.26","337.75","6.51M","0.14%"
"02/13/2020","338.58","337.46","339.68","337.10","7.91M","-0.12%"
"02/12/2020","339.00","338.39","339.19","337.98","5.47M","0.64%"
"02/11/2020","336.84","337.71","338.54","336.26","5.85M","0.18%"
"02/10/2020","336.22","332.71","336.24","332.71","3.61M","0.74%"
"02/07/2020","333.75","334.33","335.13","333.12","4.68M","-0.54%"
"02/06/2020","335.57","335.57","335.68","334.29","4.44M","0.38%"
"02/05/2020","334.29","333.78","334.58","332.20","4.11M","1.11%"
"02/04/2020","330.61","329.56","331.49","329.22","3.64M","1.55%"
"02/03/2020","325.56","324.81","327.62","324.73","3.12M","0.72%"
"01/31/2020","323.24","328.45","328.62","322.18","6.35M","-1.78%"
"01/30/2020","329.09","325.82","329.36","324.96","4.08M","0.30%"
"01/29/2020","328.10","329.87","330.08","327.92","3.38M","-0.07%"
"01/28/2020","328.33","326.53","329.30","326.00","5.56M","1.07%"
"01/27/2020","324.87","324.45","326.56","324.09","6.55M","-1.62%"
"01/24/2020","330.23","333.91","334.00","328.84","4.79M","-0.91%"
"01/23/2020","333.26","332.10","333.41","330.88","7.45M","0.12%"
"01/22/2020","332.85","333.75","334.44","332.68","4.18M","0.02%"
"01/21/2020","332.78","332.38","333.65","332.31","5.89M","-0.22%"
"01/17/2020","333.50","333.20","333.65","332.54","4.98M","0.33%"
"01/16/2020","332.40","331.17","332.40","330.92","5.49M","0.83%"
"01/15/2020","329.66","328.81","330.49","328.71","4.41M","0.22%"
"01/14/2020","328.92","328.90","330.07","328.11","4.30M","-0.15%"
"01/13/2020","329.43","327.87","329.43","327.36","3.60M","0.70%"
"01/10/2020","327.14","328.73","328.90","326.62","3.49M","-0.28%"
"01/09/2020","328.05","327.59","328.17","326.94","2.97M","0.68%"
"01/08/2020","325.85","324.38","327.21","324.11","3.91M","0.51%"
"01/07/2020","324.20","324.46","324.97","323.65","3.72M","-0.27%"
"01/06/2020","325.09","321.89","325.14","321.78","4.22M","0.40%"
"01/03/2020","323.81","322.53","325.06","322.51","4.29M","-0.77%"
"01/02/2020","326.32","324.98","326.32","323.95","4.07M","0.95%"
"12/31/2019","323.24","321.96","323.56","321.57","3.13M","0.23%"
"12/30/2019","322.51","324.41","324.49","321.96","3.51M","-0.54%"
"12/27/2019","324.26","325.19","325.19","323.71","5.09M","-0.02%"
"12/26/2019","324.32","323.06","324.33","323.02","2.85M","0.52%"
"12/24/2019","322.65","322.87","322.93","322.31","2.72M","0.01%"
"12/23/2019","322.61","322.97","323.04","322.45","4.52M","0.07%"
"12/20/2019","322.38","321.86","323.35","321.81","5.68M","0.51%"
"12/19/2019","320.74","319.60","320.81","319.34","5.21M","0.43%"
"12/18/2019","319.37","319.83","320.06","319.36","4.24M","0.01%"
"12/17/2019","319.35","319.78","320.07","319.29","4.85M","0.01%"
"12/16/2019","319.32","319.00","319.98","318.99","3.95M","0.21%"
"12/13/2019","318.64","318.29","320.08","317.40","3.98M","0.03%"
"12/12/2019","318.53","315.80","319.37","315.54","5.01M","0.88%"
"12/11/2019","315.74","315.41","316.09","314.98","4.63M","0.25%"
"12/10/2019","314.94","315.22","315.89","314.18","3.50M","-0.10%"
"12/09/2019","315.27","315.77","316.57","315.19","3.30M","-0.30%"
"12/06/2019","316.21","315.50","316.71","315.46","4.75M","0.89%"
"12/05/2019","313.41","313.58","313.58","311.92","3.01M","0.21%"
"12/04/2019","312.75","312.02","313.44","311.68","2.21M","0.62%"
"12/03/2019","310.82","309.97","310.98","308.46","2.58M","-0.69%"
"12/02/2019","312.98","316.00","316.02","312.52","3.54M","-0.84%"
"11/29/2019","315.63","316.26","316.49","315.42","1.79M","-0.38%"
"11/27/2019","316.82","316.04","316.85","315.72","2.00M","0.48%"
"11/26/2019","315.30","314.80","315.61","314.41","3.18M","0.20%"
"11/25/2019","314.67","313.32","314.71","313.32","3.51M","0.76%"
"11/22/2019","312.31","312.43","312.54","311.19","2.16M","0.21%"
"11/21/2019","311.64","312.20","312.31","310.75","2.17M","-0.14%"
"11/20/2019","312.09","312.63","313.16","310.38","4.10M","-0.37%"
"11/19/2019","313.25","314.04","314.04","312.55","3.88M","-0.02%"
"11/18/2019","313.32","312.87","313.63","312.37","2.87M","0.04%"
"11/15/2019","313.18","312.34","313.18","311.59","3.77M","0.74%"
"11/14/2019","310.87","310.10","310.95","309.42","2.32M","0.14%"
"11/13/2019","310.43","309.20","310.86","308.98","2.32M","0.05%"
"11/12/2019","310.26","310.07","311.32","309.47","2.53M","0.17%"
"11/11/2019","309.74","308.78","309.85","308.58","2.23M","-0.16%"
"11/08/2019","310.24","309.11","310.26","308.36","2.03M","0.22%"
"11/07/2019","309.56","309.90","310.75","308.99","2.78M","0.36%"
"11/06/2019","308.46","308.34","308.72","307.35","2.71M","0.05%"
"11/05/2019","308.32","308.94","309.23","308.01","4.95M","-0.12%"
"11/04/2019","308.69","309.21","309.34","308.29","2.52M","0.38%"
"11/01/2019","307.53","306.23","307.53","306.05","2.41M","0.98%"
"10/31/2019","304.55","305.41","305.41","303.04","4.22M","-0.29%"
"10/30/2019","305.45","304.71","305.80","303.27","4.16M","0.32%"
"10/29/2019","304.49","304.31","305.52","304.14","3.44M","-0.03%"
"10/28/2019","304.59","304.13","305.14","304.13","4.82M","0.56%"
"10/25/2019","302.89","301.04","303.48","301.01","2.52M","0.39%"
"10/24/2019","301.70","302.16","302.34","300.74","1.94M","0.18%"
"10/23/2019","301.16","299.98","301.22","299.78","1.80M","0.29%"
"10/22/2019","300.29","301.89","302.15","300.16","4.54M","-0.35%"
"10/21/2019","301.34","300.68","301.46","300.26","3.79M","0.72%"
"10/18/2019","299.19","299.99","300.64","298.24","2.56M","-0.44%"
"10/17/2019","300.50","300.94","301.50","299.79","2.13M","0.28%"
"10/16/2019","299.66","299.62","300.41","299.18","3.14M","-0.18%"
"10/15/2019","300.21","298.32","300.95","298.24","3.20M","0.99%"
"10/14/2019","297.28","297.17","297.87","296.83","1.62M","-0.07%"
"10/11/2019","297.48","297.54","299.98","297.37","4.20M","0.99%"
"10/10/2019","294.55","292.41","295.45","292.22","3.54M","0.71%"
"10/09/2019","292.48","291.97","293.51","291.31","3.40M","0.95%"
"10/08/2019","289.73","292.26","293.05","289.71","3.99M","-1.55%"
"10/07/2019","294.29","294.74","296.51","294.02","2.63M","-0.45%"
"10/04/2019","295.61","292.39","295.86","292.35","4.95M","1.36%"
"10/03/2019","291.64","289.00","291.66","286.03","4.79M","0.83%"
"10/02/2019","289.23","292.75","292.75","287.85","6.36M","-1.79%"
"10/01/2019","294.51","298.99","299.71","294.23","4.90M","-1.21%"
"09/30/2019","298.11","297.20","298.78","297.15","3.81M","0.51%"
"09/27/2019","296.59","299.12","299.19","294.94","3.29M","-0.53%"
"09/26/2019","298.18","298.87","299.09","296.69","3.10M","-0.20%"
"09/25/2019","298.78","297.16","299.35","295.56","3.63M","0.57%"
"09/24/2019","297.10","300.66","301.12","296.06","6.19M","-1.29%"
"09/23/2019","300.97","300.28","301.70","300.03","4.64M","0.05%"
"09/20/2019","300.81","303.14","303.42","300.19","5.89M","-0.55%"
"09/19/2019","302.48","302.91","303.98","302.08","5.07M","-0.01%"
"09/18/2019","302.52","301.84","302.59","299.60","3.07M","0.07%"
"09/17/2019","302.30","301.27","302.37","301.13","3.92M","0.24%"
"09/16/2019","301.57","301.16","301.99","300.79","2.28M","-0.29%"
"09/13/2019","302.46","303.14","303.54","302.03","4.26M","-0.07%"
"09/12/2019","302.67","302.61","303.83","301.81","4.60M","0.32%"
"09/11/2019","301.71","299.84","301.71","299.13","2.94M","0.72%"
"09/10/2019","299.54","298.67","299.54","297.30","2.42M","-0.01%"
"09/09/2019","299.56","300.52","300.57","298.50","2.97M","0.05%"
"09/06/2019","299.42","299.53","300.10","298.79","3.94M","0.07%"
"09/05/2019","299.22","298.13","300.19","297.99","4.01M","1.31%"
"09/04/2019","295.36","294.46","295.37","293.65","2.74M","1.15%"
"09/03/2019","292.01","291.86","292.89","290.55","4.42M","-0.63%"
"08/30/2019","293.87","295.55","295.55","292.72","4.79M","0.00%"
"08/29/2019","293.88","293.03","294.44","291.90","3.55M","1.30%"
"08/28/2019","290.10","287.36","290.31","286.50","3.83M","0.68%"
"08/27/2019","288.15","290.81","291.21","287.30","3.42M","-0.38%"
"08/26/2019","289.26","288.51","289.26","286.85","2.68M","1.11%"
"08/23/2019","286.08","292.23","294.05","284.71","6.06M","-2.58%"
"08/22/2019","293.67","294.55","295.23","291.70","4.23M","-0.04%"
"08/21/2019","293.78","293.75","294.17","293.03","3.01M","0.82%"
"08/20/2019","291.39","293.09","293.62","291.21","2.99M","-0.78%"
"08/19/2019","293.67","293.46","294.37","292.74","2.83M","1.20%"
"08/16/2019","290.18","287.75","290.61","287.69","3.91M","1.48%"
"08/15/2019","285.95","286.13","286.85","283.63","5.81M","0.26%"
"08/14/2019","285.21","289.30","290.01","285.01","5.81M","-2.95%"
"08/13/2019","293.88","288.97","295.43","288.60","3.63M","1.54%"
"08/12/2019","289.41","291.18","291.81","288.29","2.77M","-1.21%"
"08/09/2019","292.96","293.87","294.55","290.92","4.10M","-0.65%"
"08/08/2019","294.88","290.86","294.88","290.28","5.60M","1.94%"
"08/07/2019","289.26","285.62","290.06","283.27","5.79M","0.10%"
"08/06/2019","288.98","287.15","289.29","285.54","5.46M","1.33%"
"08/05/2019","285.18","289.37","289.45","282.95","6.93M","-3.01%"
"08/02/2019","294.02","295.12","295.41","292.19","7.48M","-0.71%"
"08/01/2019","296.11","298.91","302.19","295.26","10.11M","-0.91%"
"07/31/2019","298.82","302.35","302.53","296.48","8.58M","-1.08%"
"07/30/2019","302.07","301.24","302.49","300.81","4.70M","-0.24%"
"07/29/2019","302.80","303.21","303.26","302.17","2.33M","-0.18%"
"07/26/2019","303.35","302.09","303.56","301.99","2.71M","0.68%"
"07/25/2019","301.30","302.30","302.32","300.42","3.67M","-0.48%"
"07/24/2019","302.75","300.53","302.75","300.42","2.39M","0.48%"
"07/23/2019","301.31","300.50","301.35","299.55","2.21M","0.72%"
"07/22/2019","299.17","298.92","299.80","298.36","2.57M","0.23%"
"07/19/2019","298.49","301.37","301.41","298.28","3.51M","-0.58%"
"07/18/2019","300.24","298.48","300.55","298.01","4.37M","0.39%"
"07/17/2019","299.07","301.06","301.23","299.07","2.14M","-0.65%"
"07/16/2019","301.03","302.00","302.19","300.78","2.23M","-0.34%"
"07/15/2019","302.05","302.45","302.48","301.55","4.40M","-0.01%"
"07/12/2019","302.08","301.20","302.08","300.85","4.35M","0.52%"
"07/11/2019","300.52","300.64","300.91","299.52","5.14M","0.18%"
"07/10/2019","299.99","299.71","300.98","299.09","2.50M","0.46%"
"07/09/2019","298.62","296.82","298.85","296.78","1.54M","0.16%"
"07/08/2019","298.14","298.30","298.64","297.33","2.95M","-0.52%"
"07/05/2019","299.69","298.77","299.95","297.33","2.20M","-0.13%"
"07/03/2019","300.07","298.48","300.11","298.34","1.85M","0.76%"
"07/02/2019","297.82","296.88","297.82","295.96","3.79M","0.31%"
"07/01/2019","296.91","297.96","298.47","295.61","3.93M","0.87%"
"06/28/2019","294.35","293.88","294.81","293.31","5.75M","0.50%"
"06/27/2019","292.88","292.59","293.33","292.21","2.72M","0.41%"
"06/26/2019","291.68","293.02","293.59","291.62","4.21M","-0.11%"
"06/25/2019","292.01","294.95","295.01","291.90","2.98M","-0.97%"
"06/24/2019","294.87","295.49","295.86","294.75","3.55M","-0.10%"
"06/21/2019","295.17","295.39","296.79","295.07","3.63M","-0.15%"
"06/20/2019","295.61","295.91","296.16","293.48","4.41M","0.95%"
"06/19/2019","292.84","292.39","293.49","291.38","7.61M","0.27%"
"06/18/2019","292.05","291.23","293.40","290.85","4.62M","0.94%"
"06/17/2019","289.34","289.35","290.05","289.01","2.51M","-0.52%"
"06/14/2019","290.85","290.91","291.53","290.00","2.00M","-0.13%"
"06/13/2019","291.22","291.00","291.57","290.23","2.30M","0.46%"
"06/12/2019","289.89","290.26","290.85","289.43","2.31M","-0.23%"
"06/11/2019","290.55","292.60","293.02","289.78","2.92M","-0.02%"
"06/10/2019","290.60","290.96","292.41","290.47","3.86M","0.46%"
"06/07/2019","289.27","287.51","290.43","287.31","3.18M","1.01%"
"06/06/2019","286.37","284.82","287.10","284.10","4.29M","0.67%"
"06/05/2019","284.47","283.86","284.51","281.82","4.67M","0.86%"
"06/04/2019","282.05","278.58","282.19","278.09","3.60M","2.19%"
"06/03/2019","276.00","276.77","278.01","274.52","5.59M","-0.33%"
"05/31/2019","276.92","277.68","278.58","276.73","5.43M","-1.27%"
"05/30/2019","280.49","280.58","281.53","279.30","3.84M","0.23%"
"05/29/2019","279.86","280.40","280.82","278.18","6.64M","-0.65%"
"05/28/2019","281.69","284.63","285.68","281.69","2.46M","-0.94%"
"05/24/2019","284.37","285.27","285.73","283.62","1.81M","0.25%"
"05/23/2019","283.67","284.71","284.72","282.08","4.42M","-1.25%"
