volume,vw,open,close,high,low,timestamp,transactions
146458665.0,15.966,15.4333,16.0993,16.5,15.4073,2014-03-12 04:00:00,72332
93544875.0,15.8748,16.2527,15.8527,16.2793,15.6,2014-03-13 04:00:00,45779
124345995.0,15.4226,15.686,15.398,15.7958,15.2213,2014-03-14 04:00:00,65639
88688880.0,15.6493,15.6633,15.5987,15.862,15.3667,2014-03-17 04:00:00,46182
93635235.0,15.8838,15.7967,16.0027,16.1,15.668,2014-03-18 04:00:00,48158
76069905.0,15.8004,16.0927,15.7227,16.1033,15.5673,2014-03-19 04:00:00,40638
57268575.0,15.7388,15.744,15.6607,15.95,15.5573,2014-03-20 04:00:00,30915
123409665.0,15.3591,15.7347,15.2593,15.7467,15.1667,2014-03-21 04:00:00,59268
169994205.0,14.5674,15.3167,14.678,15.3267,14.018,2014-03-24 04:00:00,98304
117980625.0,14.802,14.9427,14.696,15.1367,14.5267,2014-03-25 04:00:00,69563
103609590.0,14.4,14.7967,14.1973,14.84,14.09,2014-03-26 04:00:00,55053
142577505.0,13.8671,14.158,13.8213,14.24,13.5333,2014-03-27 04:00:00,80893
145268415.0,14.2302,14.1867,14.158,14.448,14.018,2014-03-28 04:00:00,82849
125700345.0,13.9594,14.4333,13.8967,14.45,13.7593,2014-03-31 04:00:00,68244
110571330.0,14.2804,13.9347,14.4647,14.544,13.9053,2014-04-01 04:00:00,59150
161733765.0,14.9363,14.6667,15.3527,15.3927,14.5367,2014-04-02 04:00:00,85816
163856010.0,15.1946,15.3533,15.0267,15.7153,14.8,2014-04-03 04:00:00,84867
170184270.0,14.4982,15.0673,14.1483,15.218,14.0833,2014-04-04 04:00:00,90289
147832170.0,13.9009,13.7207,13.8347,14.4133,13.5673,2014-04-07 04:00:00,84310
103339440.0,14.1558,14.0033,14.364,14.4327,13.7613,2014-04-08 04:00:00,59494
77368845.0,14.3222,14.4507,14.462,14.5633,14.0593,2014-04-09 04:00:00,44664
108172380.0,13.9012,14.4547,13.6127,14.5,13.586,2014-04-10 04:00:00,66117
136069500.0,13.5142,13.374,13.5853,13.8,13.24,2014-04-11 04:00:00,77286
115545465.0,13.373,13.84,13.206,13.896,12.9607,2014-04-14 04:00:00,67486
205006065.0,12.7996,13.2727,12.9273,13.286,12.288,2014-04-15 04:00:00,114862
108079785.0,13.0621,13.1333,13.274,13.3327,12.7213,2014-04-16 04:00:00,58454
88942590.0,13.2652,13.3073,13.208,13.486,12.9387,2014-04-17 04:00:00,50506
78997350.0,13.4189,13.1387,13.6253,13.7467,12.9333,2014-04-21 04:00:00,44547
147139995.0,14.2977,13.7573,14.576,14.622,13.6673,2014-04-22 04:00:00,85136
109432635.0,14.0595,14.422,13.866,14.4493,13.8,2014-04-23 04:00:00,58628
82571265.0,13.836,14.054,13.8573,14.1867,13.5467,2014-04-24 04:00:00,45445
104949345.0,13.365,13.4667,13.3233,13.78,13.1767,2014-04-25 04:00:00,58260
105629745.0,13.1382,13.3333,13.234,13.586,12.7,2014-04-28 04:00:00,57899
86810535.0,13.5281,13.214,13.7947,13.8099,13.0353,2014-04-29 04:00:00,46423
66651270.0,13.6791,13.5733,13.8593,13.8773,13.4187,2014-04-30 04:00:00,36592
81670050.0,13.9975,13.8053,13.8487,14.268,13.7127,2014-05-01 04:00:00,48441
61370910.0,13.9595,13.9067,14.0607,14.0907,13.768,2014-05-02 04:00:00,35276
77285145.0,14.3354,13.9653,14.4407,14.5127,13.9013,2014-05-05 04:00:00,42976
84550680.0,14.0963,14.44,13.8187,14.5773,13.79,2014-05-06 04:00:00,47649
152689365.0,13.2706,13.976,13.4233,14.0133,13.15,2014-05-07 04:00:00,85030
300848865.0,12.2865,12.1333,11.906,12.96,11.8667,2014-05-08 04:00:00,166170
127427385.0,12.0279,11.9907,12.1507,12.2267,11.8147,2014-05-09 04:00:00,71239
105064950.0,12.2767,12.258,12.3113,12.4793,11.992,2014-05-12 04:00:00,52919
106458630.0,12.5413,12.2507,12.6773,12.756,12.2,2014-05-13 04:00:00,55358
81224175.0,12.6915,12.5967,12.708,12.8987,12.4733,2014-05-14 04:00:00,41019
90692085.0,12.5563,12.6653,12.5727,12.844,12.3533,2014-05-15 04:00:00,46173
67339680.0,12.6755,12.5967,12.7707,12.8027,12.5147,2014-05-16 04:00:00,33808
68574900.0,12.9976,12.7147,13.0727,13.126,12.6667,2014-05-19 04:00:00,36121
83308155.0,13.0993,13.1293,13.02,13.2887,12.8713,2014-05-20 04:00:00,40738
79361325.0,13.2046,13.0787,13.2967,13.3247,12.986,2014-05-21 04:00:00,38096
93243825.0,13.6141,13.3567,13.6587,13.792,13.304,2014-05-22 04:00:00,47115
60163965.0,13.6812,13.6353,13.82,13.8507,13.5,2014-05-23 04:00:00,30987
80201820.0,14.1029,13.9013,14.104,14.258,13.8467,2014-05-27 04:00:00,43876
82444170.0,13.9223,14.0013,14.016,14.1847,13.684,2014-05-28 04:00:00,42603
55418940.0,14.0075,14.038,14.016,14.166,13.848,2014-05-29 04:00:00,28141
83791020.0,14.0477,14.02,13.8513,14.32,13.8013,2014-05-30 04:00:00,44908
70021725.0,13.6312,13.822,13.6467,13.9567,13.4447,2014-06-02 04:00:00,36153
57992730.0,13.666,13.566,13.6627,13.8667,13.506,2014-06-03 04:00:00,28172
51517530.0,13.5603,13.6233,13.5993,13.7507,13.3597,2014-06-04 04:00:00,26733
60832275.0,13.817,13.6313,13.7933,13.9467,13.6033,2014-06-05 04:00:00,31289
46123500.0,13.9201,13.9833,13.8781,14.054,13.812,2014-06-06 04:00:00,24414
42195990.0,13.7612,13.8633,13.6873,13.9993,13.6133,2014-06-09 04:00:00,23277
52835040.0,13.532,13.6287,13.4867,13.798,13.4367,2014-06-10 04:00:00,27878
59707365.0,13.5154,13.4333,13.6313,13.6667,13.2834,2014-06-11 04:00:00,29821
89936160.0,13.7552,13.6733,13.568,13.992,13.514,2014-06-12 04:00:00,45360
53201835.0,13.6343,13.652,13.7613,13.786,13.4389,2014-06-13 04:00:00,28163
198695280.0,14.5435,13.784,14.974,15.0327,13.7507,2014-06-16 04:00:00,100881
199573605.0,15.4329,14.9407,15.4447,15.7027,14.8567,2014-06-17 04:00:00,102900
104205795.0,15.2012,15.4333,15.1413,15.4473,15.0747,2014-06-18 04:00:00,55381
132027105.0,15.4121,15.2587,15.186,15.6873,15.1333,2014-06-19 04:00:00,63549
73621155.0,15.232,15.2347,15.306,15.4193,15.08,2014-06-20 04:00:00,34575
117002835.0,15.7608,15.3007,15.8147,15.9327,15.2147,2014-06-23 04:00:00,60730
121216635.0,15.7976,15.9313,15.5,16.1253,15.4419,2014-06-24 04:00:00,63338
87048855.0,15.608,15.5367,15.7927,15.8367,15.3493,2014-06-25 04:00:00,46591
76844580.0,15.7841,15.8113,15.7067,16.0267,15.6141,2014-06-26 04:00:00,40932
84581805.0,15.8826,15.646,15.9373,16.0,15.6333,2014-06-27 04:00:00,38787
72504030.0,16.1402,15.97,16.004,16.2993,15.9333,2014-06-30 04:00:00,36622
65118630.0,16.0256,16.164,15.9813,16.2293,15.9133,2014-07-01 04:00:00,40820
120526080.0,15.5857,16.044,15.295,16.1553,15.138,2014-07-02 04:00:00,65669
77500740.0,15.1434,15.4193,15.2833,15.4599,14.9333,2014-07-03 04:00:00,42444
88516200.0,14.9496,15.1667,14.844,15.3187,14.6933,2014-07-07 04:00:00,51420
117692475.0,14.5154,14.5767,14.6047,14.7307,14.2847,2014-07-08 04:00:00,63521
61765575.0,14.8158,14.7513,14.8707,14.948,14.614,2014-07-09 04:00:00,34797
72978690.0,14.5984,14.4787,14.6307,14.8147,14.4027,2014-07-10 04:00:00,38334
49606695.0,14.6095,14.7073,14.542,14.7733,14.5067,2014-07-11 04:00:00,28708
108128595.0,14.9541,14.666,15.1133,15.2527,14.3633,2014-07-14 04:00:00,55308
85980465.0,14.7549,15.1153,14.6387,15.1767,14.54,2014-07-15 04:00:00,48578
60766455.0,14.6842,14.788,14.4773,14.9867,14.4547,2014-07-16 04:00:00,33036
69764340.0,14.4829,14.4107,14.36,14.7033,14.24,2014-07-17 04:00:00,41658
63909270.0,14.5938,14.3967,14.668,14.7473,14.3953,2014-07-18 04:00:00,34736
57378765.0,14.7304,14.4833,14.7027,14.8807,14.448,2014-07-21 04:00:00,27836
40987275.0,14.7277,14.8127,14.6387,14.8867,14.6074,2014-07-22 04:00:00,21804
46330965.0,14.8733,14.6673,14.8327,14.9833,14.6287,2014-07-23 04:00:00,24641
48726150.0,14.8629,14.8833,14.9027,15.0067,14.72,2014-07-24 04:00:00,25292
46355745.0,14.9601,14.848,14.9047,15.1313,14.7833,2014-07-25 04:00:00,24558
97764165.0,15.13,14.95,14.988,15.4667,14.7601,2014-07-28 04:00:00,50632
50807355.0,15.0872,15.1073,15.0007,15.22,14.9907,2014-07-29 04:00:00,25861
73917345.0,15.1521,14.7947,15.2613,15.3067,14.736,2014-07-30 04:00:00,40770
116235870.0,15.0223,15.284,14.8867,15.4267,14.7667,2014-07-31 04:00:00,68986
178471695.0,15.4871,15.0727,15.5513,15.8333,15.0667,2014-08-01 04:00:00,100399
89511090.0,15.8682,15.6253,15.9013,16.0333,15.5513,2014-08-04 04:00:00,48890
80828715.0,15.9266,15.8313,15.8993,16.1993,15.7127,2014-08-05 04:00:00,44313
138738975.0,16.4731,15.9267,16.5953,16.7613,15.9053,2014-08-06 04:00:00,75348
112156890.0,16.8812,16.6747,16.826,17.1125,16.608,2014-08-07 04:00:00,61652
76485915.0,16.568,16.744,16.542,16.784,16.4333,2014-08-08 04:00:00,42526
121519140.0,17.3564,17.032,17.288,17.5827,17.0,2014-08-11 04:00:00,70657
95756730.0,17.1527,17.2053,17.3307,17.3533,16.972,2014-08-12 04:00:00,47088
103989420.0,17.5161,17.4673,17.354,17.7093,17.3073,2014-08-13 04:00:00,57209
61899510.0,17.4151,17.4993,17.4253,17.5333,17.236,2014-08-14 04:00:00,35694
58018110.0,17.3767,17.432,17.4673,17.4727,17.2333,2014-08-15 04:00:00,35147
87718965.0,17.5474,17.55,17.3293,17.8173,17.3167,2014-08-18 04:00:00,51022
80102040.0,17.0305,17.258,17.1173,17.2887,16.7747,2014-08-19 04:00:00,45830
45417945.0,17.0636,16.978,17.0473,17.2493,16.8667,2014-08-20 04:00:00,25519
43788615.0,17.0383,17.1013,16.956,17.2533,16.884,2014-08-21 04:00:00,24437
42554385.0,17.0223,16.9693,17.1187,17.13,16.8407,2014-08-22 04:00:00,24917
64770795.0,17.4681,17.2127,17.5033,17.5787,17.2127,2014-08-25 04:00:00,33792
57338580.0,17.5622,17.6653,17.4493,17.7,17.444,2014-08-26 04:00:00,30423
44857980.0,17.4871,17.5667,17.55,17.616,17.3527,2014-08-27 04:00:00,24999
42821055.0,17.5571,17.4593,17.5907,17.632,17.4427,2014-08-28 04:00:00,24493
96809370.0,17.9864,17.9133,17.98,18.1333,17.834,2014-08-29 04:00:00,52729
147780390.0,18.7209,18.3667,18.9413,18.9927,18.2867,2014-09-02 04:00:00,80800
101684430.0,18.8702,19.178,18.746,19.2,18.6733,2014-09-03 04:00:00,56982
125111745.0,19.0482,18.934,19.0693,19.428,18.6933,2014-09-04 04:00:00,64628
167642505.0,18.4548,18.8367,18.4927,18.86,18.1673,2014-09-05 04:00:00,90518
82575600.0,18.8369,18.508,18.8073,18.992,18.5015,2014-09-08 04:00:00,43086
68519370.0,18.7952,18.866,18.5653,19.0327,18.4667,2014-09-09 04:00:00,37000
56789820.0,18.5246,18.6333,18.74,18.7607,18.244,2014-09-10 04:00:00,32862
56528760.0,18.783,18.6973,18.6873,18.986,18.5753,2014-09-11 04:00:00,30631
49924530.0,18.6726,18.7,18.6133,18.826,18.4667,2014-09-12 04:00:00,28943
246950280.0,17.2476,18.2913,16.924,18.2933,16.6087,2014-09-15 04:00:00,143655
124559580.0,17.1934,17.01,17.3827,17.4973,16.828,2014-09-16 04:00:00,70652
77698845.0,17.479,17.494,17.4253,17.6467,17.3,2014-09-17 04:00:00,44784
55489710.0,17.6092,17.5573,17.588,17.7067,17.488,2014-09-18 04:00:00,29778
102175710.0,17.2339,17.1993,17.288,17.4287,17.018,2014-09-19 04:00:00,49001
123344445.0,16.5983,17.0,16.6687,17.068,16.314,2014-09-22 04:00:00,68346
84900705.0,16.7064,16.348,16.694,16.92,16.3333,2014-09-23 04:00:00,45077
56315640.0,16.6998,16.7413,16.8093,16.856,16.4693,2014-09-24 04:00:00,29529
72655680.0,16.5651,16.8347,16.4633,16.9973,16.4067,2014-09-25 04:00:00,40254
56754615.0,16.5011,16.55,16.44,16.6487,16.4047,2014-09-26 04:00:00,31368
72820305.0,16.3388,16.2667,16.3507,16.576,16.092,2014-09-29 04:00:00,38895
63721905.0,16.2062,16.4613,16.1787,16.51,16.0083,2014-09-30 04:00:00,34564
89197650.0,15.8795,16.1467,16.016,16.1773,15.71,2014-10-01 04:00:00,51574
135030015.0,16.6405,16.68,16.7613,16.8527,16.3573,2014-10-02 04:00:00,70940
81129975.0,16.9436,16.8707,17.014,17.1,16.7355,2014-10-03 04:00:00,42679
115785075.0,17.3972,17.2753,17.3747,17.4993,17.1867,2014-10-06 04:00:00,57679
67373535.0,17.2955,17.2353,17.3047,17.4307,17.0487,2014-10-07 04:00:00,36319
75939225.0,17.2147,17.34,17.2853,17.5253,16.8427,2014-10-08 04:00:00,41351
110419140.0,17.3584,17.4833,17.134,17.7027,16.96,2014-10-09 04:00:00,61727
193470075.0,16.0007,16.3093,15.794,16.3927,15.68,2014-10-10 04:00:00,114540
169148280.0,15.1405,15.9047,14.9727,15.9309,14.7333,2014-10-13 04:00:00,99489
106685085.0,15.2184,15.2167,15.1373,15.498,14.8667,2014-10-14 04:00:00,60427
137274450.0,14.8487,14.6667,15.3133,15.3993,14.488,2014-10-15 04:00:00,79543
81068475.0,15.0471,14.648,15.09,15.328,14.6067,2014-10-16 04:00:00,47586
85258815.0,15.4027,15.5587,15.1653,15.6513,15.1033,2014-10-17 04:00:00,48038
52495290.0,15.3583,15.1147,15.3647,15.4933,15.034,2014-10-20 04:00:00,34608
61955175.0,15.5539,15.618,15.6893,15.6927,15.3867,2014-10-21 04:00:00,33892
61850955.0,15.5559,15.546,15.4067,15.826,15.3707,2014-10-22 04:00:00,34163
52498230.0,15.6376,15.6437,15.686,15.752,15.4667,2014-10-23 04:00:00,28328
52003905.0,15.6188,15.7513,15.6827,15.8533,15.4133,2014-10-24 04:00:00,27375
143285220.0,15.0195,15.6167,14.778,15.6407,14.6873,2014-10-27 04:00:00,77663
157744455.0,15.8123,15.3067,16.1847,16.3067,15.2167,2014-10-28 04:00:00,78875
74513475.0,15.8903,16.0753,15.8733,16.1,15.7093,2014-10-29 04:00:00,38934
48425565.0,15.8526,15.876,15.9107,16.0333,15.6707,2014-10-30 04:00:00,27311
56629905.0,16.0772,16.1673,16.1133,16.208,15.9167,2014-10-31 04:00:00,32002
63109020.0,16.27,16.2,16.1727,16.504,16.088,2014-11-03 05:00:00,36433
55202580.0,15.9171,16.0327,15.9287,16.1567,15.7687,2014-11-04 05:00:00,31282
135679440.0,15.6815,16.0667,15.398,16.0907,15.3687,2014-11-05 05:00:00,82546
230299755.0,16.0583,15.6327,16.0813,16.446,15.2333,2014-11-06 05:00:00,119438
77415345.0,15.9675,16.146,16.0133,16.1893,15.8133,2014-11-07 05:00:00,42574
68657745.0,16.0174,15.9407,16.1287,16.192,15.7867,2014-11-10 05:00:00,33112
119288475.0,16.5938,16.17,16.7387,16.788,16.1333,2014-11-11 05:00:00,57953
88062270.0,16.5937,16.648,16.6067,16.8227,16.372,2014-11-12 05:00:00,37187
93540390.0,16.885,16.708,16.78,17.05,16.6833,2014-11-13 05:00:00,42552
91517175.0,16.9518,16.6667,17.2453,17.2567,16.5667,2014-11-14 05:00:00,42825
60385425.0,17.0006,17.166,16.932,17.2667,16.8013,2014-11-17 05:00:00,28192
67114410.0,17.2177,17.0573,17.18,17.3327,17.034,2014-11-18 05:00:00,31268
118777290.0,16.5302,16.7073,16.516,16.792,16.3733,2014-11-19 05:00:00,61727
53808300.0,16.5657,16.53,16.5807,16.7287,16.4,2014-11-20 05:00:00,26687
112275885.0,16.3842,16.814,16.1853,16.852,16.1447,2014-11-21 05:00:00,54685
71845620.0,16.2878,16.3467,16.448,16.5067,16.0427,2014-11-24 05:00:00,37234
47396805.0,16.541,16.49,16.5393,16.648,16.406,2014-11-25 05:00:00,22575
29727285.0,16.516,16.556,16.5627,16.6,16.44,2014-11-26 05:00:00,17072
31795320.0,16.2987,16.3567,16.3013,16.446,16.168,2014-11-28 05:00:00,18753
129290265.0,15.543,16.0773,15.4427,16.1647,15.2673,2014-12-01 05:00:00,67381
88095690.0,15.4114,15.638,15.4287,15.6587,15.2,2014-12-02 05:00:00,41305
79615635.0,15.2092,15.0833,15.2867,15.3147,15.0333,2014-12-03 05:00:00,39156
58188120.0,15.2765,15.24,15.2187,15.3933,15.1873,2014-12-04 05:00:00,27682
90954285.0,14.9674,15.2447,14.914,15.2926,14.8173,2014-12-05 05:00:00,44434
138384285.0,14.4614,14.7693,14.2907,14.9907,14.156,2014-12-08 05:00:00,70874
141472125.0,14.0693,13.956,14.4593,14.5153,13.618,2014-12-09 05:00:00,66484
109712085.0,14.0624,14.2753,13.9893,14.4513,13.8467,2014-12-10 05:00:00,50886
100415970.0,14.1322,14.0353,13.9253,14.362,13.882,2014-12-11 05:00:00,42501
107606595.0,13.8756,13.6547,13.8,14.112,13.6333,2014-12-12 05:00:00,46886
78267480.0,13.6866,13.9527,13.6027,13.9867,13.5113,2014-12-15 05:00:00,40410
126391575.0,13.3179,13.3927,13.1873,13.5787,13.0247,2014-12-16 05:00:00,67597
110483520.0,13.3967,12.8707,13.7213,13.7767,12.8433,2014-12-17 05:00:00,59497
112191270.0,14.3005,14.1587,14.5507,14.5627,14.12,2014-12-18 05:00:00,64244
103656915.0,14.5259,14.6793,14.6193,14.6933,14.3,2014-12-19 05:00:00,46560
72103605.0,14.8011,14.6667,14.84,14.9373,14.5507,2014-12-22 05:00:00,34269
67699815.0,14.763,14.9207,14.7313,14.9543,14.6349,2014-12-23 05:00:00,27553
20002770.0,14.7552,14.6513,14.8173,14.8333,14.6167,2014-12-24 05:00:00,10719
49905240.0,15.0679,14.7673,15.188,15.2333,14.7667,2014-12-26 05:00:00,26294
42177420.0,15.0473,15.1267,15.0473,15.194,14.9347,2014-12-29 05:00:00,21933
43548630.0,14.8813,14.9327,14.8153,15.0436,14.76,2014-12-30 05:00:00,18585
36031455.0,14.9326,14.8727,14.8273,15.0453,14.8167,2014-12-31 05:00:00,18087
71466645.0,14.4844,14.858,14.6207,14.8833,14.2173,2015-01-02 05:00:00,39651
80527155.0,14.0494,14.3033,14.006,14.4333,13.8108,2015-01-05 05:00:00,45593
93179040.0,13.9518,14.004,14.0853,14.28,13.614,2015-01-06 05:00:00,49620
44525850.0,14.109,14.2233,14.0633,14.3187,13.9853,2015-01-07 05:00:00,25020
51637635.0,14.1092,14.1873,14.041,14.2533,14.0007,2015-01-08 05:00:00,27225
70024425.0,13.7702,13.928,13.7773,13.9987,13.664,2015-01-09 05:00:00,37768
89254200.0,13.4175,13.5367,13.4807,13.6313,13.2833,2015-01-12 05:00:00,45887
67159800.0,13.5237,13.5547,13.6167,13.8407,13.3941,2015-01-13 05:00:00,36699
173277825.0,12.7038,12.3887,12.846,13.0133,12.3333,2015-01-14 05:00:00,90527
78247860.0,12.8262,12.966,12.7913,13.05,12.6667,2015-01-15 05:00:00,42490
54047370.0,12.8063,12.7133,12.8713,12.966,12.6433,2015-01-16 05:00:00,31528
67547730.0,12.6867,12.9247,12.7953,12.9413,12.4693,2015-01-20 05:00:00,37355
62178150.0,13.0311,12.6367,13.1047,13.2453,12.634,2015-01-21 05:00:00,34583
61753575.0,13.3329,13.1333,13.4413,13.5493,13.0133,2015-01-22 05:00:00,34637
51635415.0,13.4264,13.3527,13.4193,13.5667,13.222,2015-01-23 05:00:00,26998
48517830.0,13.721,13.4553,13.77,13.908,13.4033,2015-01-26 05:00:00,25987
41715360.0,13.7381,13.628,13.732,13.8687,13.5533,2015-01-27 05:00:00,21679
47244090.0,13.4523,13.7407,13.2913,13.7579,13.228,2015-01-28 05:00:00,27704
53221590.0,13.4652,13.4047,13.68,13.732,13.1,2015-01-29 05:00:00,27490
45104385.0,13.6545,13.5973,13.5733,13.8313,13.5333,2015-01-30 05:00:00,24326
62237790.0,13.9345,13.598,14.0627,14.13,13.5533,2015-02-02 05:00:00,34222
72393660.0,14.4513,14.2147,14.5573,14.6913,14.0847,2015-02-03 05:00:00,40638
49580655.0,14.5833,14.5527,14.57,14.7653,14.4533,2015-02-04 05:00:00,26688
52844205.0,14.8415,14.6587,14.7327,15.032,14.6425,2015-02-05 05:00:00,27812
48658965.0,14.6001,14.8,14.4907,14.8933,14.4333,2015-02-06 05:00:00,26942
52086345.0,14.3558,14.3587,14.4987,14.5287,14.1327,2015-02-09 05:00:00,29257
80858130.0,14.5134,14.5033,14.4193,14.7,14.3333,2015-02-10 05:00:00,43332
144681900.0,14.0286,14.1473,14.1813,14.316,13.8187,2015-02-11 05:00:00,79668
234743355.0,13.2747,12.9047,13.5253,13.5392,12.8853,2015-02-12 05:00:00,128115
92865045.0,13.5346,13.5267,13.5847,13.7327,13.394,2015-02-13 05:00:00,47868
59694705.0,13.5598,13.7133,13.6233,13.7133,13.4333,2015-02-17 05:00:00,31552
40703970.0,13.652,13.6113,13.6307,13.7447,13.5067,2015-02-18 05:00:00,21873
77312220.0,13.9862,13.6667,14.1137,14.1627,13.5833,2015-02-19 05:00:00,37167
89731335.0,14.3776,14.052,14.474,14.5067,13.9873,2015-02-20 05:00:00,42160
127496625.0,14.0283,14.3773,13.8223,14.5467,13.7553,2015-02-23 05:00:00,57271
99053250.0,13.6232,13.8193,13.6073,13.8193,13.4467,2015-02-24 05:00:00,41910
58642800.0,13.6706,13.6627,13.584,13.8093,13.5053,2015-02-25 05:00:00,24994
97092825.0,13.8335,13.6,13.8127,14.0727,13.4813,2015-02-26 05:00:00,46585
58231260.0,13.6241,13.7933,13.556,13.9033,13.52,2015-02-27 05:00:00,25621
118830975.0,13.1883,13.5133,13.155,13.556,13.055,2015-03-02 05:00:00,57759
66484935.0,13.209,13.1207,13.304,13.3496,13.0213,2015-03-03 05:00:00,30112
63329430.0,13.3259,13.2833,13.4957,13.5013,13.1473,2015-03-04 05:00:00,27787
73155225.0,13.5045,13.5233,13.3753,13.746,13.3433,2015-03-05 05:00:00,30487
100686570.0,13.1083,13.2807,12.9253,13.3833,12.8101,2015-03-06 05:00:00,49609
101050860.0,12.6753,12.9593,12.7253,12.966,12.55,2015-03-09 04:00:00,50686
83695365.0,12.7243,12.564,12.688,12.9,12.5067,2015-03-10 04:00:00,39363
74623065.0,12.9439,12.7433,12.916,13.0787,12.734,2015-03-11 04:00:00,34032
62239410.0,12.7887,12.9167,12.738,12.9633,12.65,2015-03-12 04:00:00,31842
81514470.0,12.5735,12.5967,12.5787,12.7833,12.488,2015-03-13 04:00:00,41102
84431745.0,12.8798,12.8,13.0467,13.0607,12.6533,2015-03-16 04:00:00,43250
73410780.0,13.0433,13.0287,12.982,13.2473,12.9293,2015-03-17 04:00:00,36981
72267540.0,13.1703,12.9973,13.3807,13.392,12.874,2015-03-18 04:00:00,37923
127128660.0,13.2792,13.4667,13.0433,13.6393,12.9687,2015-03-19 04:00:00,61254
63869505.0,13.1557,13.1633,13.2053,13.266,13.0414,2015-03-20 04:00:00,33807
39474390.0,13.2868,13.2333,13.3087,13.3667,13.1647,2015-03-23 04:00:00,22214
54747900.0,13.4553,13.4387,13.448,13.586,13.3167,2015-03-24 04:00:00,29094
85955835.0,13.0054,13.218,12.9533,13.2393,12.8467,2015-03-25 04:00:00,51682
61919340.0,12.7879,12.928,12.6937,12.986,12.6467,2015-03-26 04:00:00,33514
129074205.0,12.3139,12.6047,12.3333,12.6193,12.0933,2015-03-27 04:00:00,69877
151001670.0,12.5478,12.39,12.7047,12.8167,12.12,2015-03-30 04:00:00,76518
75398535.0,12.7155,12.902,12.5847,12.9173,12.5607,2015-03-31 04:00:00,38000
56919315.0,12.5205,12.58,12.506,12.82,12.4033,2015-04-01 04:00:00,29186
75155520.0,12.7671,12.682,12.7333,12.882,12.6667,2015-04-02 04:00:00,34080
186837165.0,13.5929,13.2,13.54,13.85,13.1667,2015-04-06 04:00:00,86978
65217960.0,13.5259,13.5007,13.55,13.6707,13.4093,2015-04-07 04:00:00,34284
94546755.0,13.8755,13.88,13.8447,14.06,13.7247,2015-04-08 04:00:00,47084
57003375.0,13.886,13.8953,14.006,14.0247,13.7413,2015-04-09 04:00:00,29111
61015140.0,14.02,13.99,14.06,14.11,13.9333,2015-04-10 04:00:00,31206
56373450.0,14.044,14.029,13.9853,14.2,13.9367,2015-04-13 04:00:00,29263
45389445.0,13.814,13.9047,13.8307,13.966,13.7,2015-04-14 04:00:00,24569
29285670.0,13.8729,13.8307,13.8553,13.9727,13.7733,2015-04-15 04:00:00,16861
24885885.0,13.8108,13.8467,13.78,13.9447,13.7527,2015-04-16 04:00:00,13871
37048890.0,13.6728,13.666,13.786,13.792,13.5667,2015-04-17 04:00:00,21526
38388765.0,13.7116,13.7853,13.6847,13.8567,13.59,2015-04-20 04:00:00,21924
51488115.0,13.9186,13.72,13.9607,14.05,13.6207,2015-04-21 04:00:00,27271
117945555.0,14.5678,14.1667,14.6293,14.792,14.1127,2015-04-22 04:00:00,60655
66167760.0,14.6117,14.5513,14.5733,14.7653,14.4767,2015-04-23 04:00:00,31632
36417645.0,14.6014,14.7,14.5617,14.72,14.534,2015-04-24 04:00:00,21250
175089375.0,15.5222,14.8373,15.4367,15.9167,14.8,2015-04-27 04:00:00,86554
91243320.0,15.4729,15.65,15.3653,15.7,15.202,2015-04-28 04:00:00,42399
59041155.0,15.4366,15.3367,15.4967,15.6647,15.1753,2015-04-29 04:00:00,30873
58677855.0,15.1775,15.3593,15.07,15.526,15.0113,2015-04-30 04:00:00,34340
79225335.0,14.9733,15.3293,15.0687,15.4513,14.6937,2015-05-01 04:00:00,47150
66518940.0,15.4244,15.212,15.3673,15.6487,15.1407,2015-05-04 04:00:00,37830
86953095.0,15.576,15.8507,15.53,15.9667,15.2753,2015-05-05 04:00:00,47156
79063995.0,15.4796,15.6067,15.362,15.6313,15.2133,2015-05-06 04:00:00,46402
141838410.0,15.3447,14.7333,15.7867,15.832,14.6833,2015-05-07 04:00:00,69225
70023540.0,15.7504,15.7327,15.774,15.894,15.58,2015-05-08 04:00:00,37625
85083930.0,16.0391,15.7527,15.966,16.192,15.6873,2015-05-11 04:00:00,44829
95451435.0,16.2472,16.0073,16.316,16.4233,15.8793,2015-05-12 04:00:00,50102
81602475.0,16.3191,16.5073,16.212,16.5533,16.15,2015-05-13 04:00:00,39480
43439040.0,16.2303,16.3213,16.2733,16.326,16.0833,2015-05-14 04:00:00,24271
67913445.0,16.4888,16.262,16.5893,16.6267,16.1667,2015-05-15 04:00:00,36943
50298180.0,16.5424,16.4667,16.5833,16.66,16.4,2015-05-18 04:00:00,28322
55113465.0,16.575,16.562,16.476,16.7333,16.41,2015-05-19 04:00:00,31221
56333535.0,16.251,16.4753,16.29,16.516,16.0915,2015-05-20 04:00:00,31658
29559645.0,16.3382,16.202,16.3747,16.4413,16.1572,2015-05-21 04:00:00,17631
33346335.0,16.4409,16.3587,16.5153,16.5733,16.334,2015-05-22 04:00:00,18646
52480230.0,16.5863,16.512,16.497,16.8,16.4333,2015-05-26 04:00:00,30966
51123000.0,16.4765,16.5673,16.4953,16.6333,16.37,2015-05-27 04:00:00,29175
54709245.0,16.6498,16.4687,16.7633,16.7867,16.3367,2015-05-28 04:00:00,30175
